,price,adress,Комнат,Площадь,Кухня,Этаж,Ремонт,Тип сделки,Количество балконов,Мусоропровод,Год постройки,Материал стен,Серия дома,Количество этажей,Лифт,Тип перекрытий,Тип фундамента,Горячее водоснабжение,Количество квартир,Холодное водоснабжение,Теплоснабжение,Энергоснабжение,Водоотведение,Балкон,Детская площадка,Год ввода в эксплуатацию,Класс энергоэффективности,Количество подъездов,Количество лифтов,Жилая,Высота потолков,Грузовой лифт,Газ,Лет в собственности,Вид из окон,Вентиляция,Количество собственников,Несовершеннолетние собственники,Прописанные несовершеннолетние,Перепланировка,Спортивная площадка,Санузел,Наименьшее количество этажей,Площадь парковки,latitude,longitude
266,4300000.0,"Владивосток, Стрелковая улица, 18к",1.0,28.0,,18.0,0,Альтернатива,1.0,,2023.0,Монолитный,,24.0,,Железобетонный,,,436.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1082278,131.9524003
267,5000000.0,"Владивосток, улица Сафонова, 7",1.0,38.6,12.0,9.0,0,,1.0,,2021.0,Монолитный,,14.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.097522600000005,131.9493676323773
268,6000000.0,"Владивосток, улица Ладыгина, 9",1.0,36.2,7.0,1.0,1,,1.0,есть,1991.0,Панельный,,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.12204285,131.95427471534148
269,12450000.0,"Владивосток, улица Крыгина, 40",3.0,78.8,,8.0,1,,1.0,,2011.0,Кирпичный,"1-335, многоквартирный жилой дом",15.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0901969,131.8597904
270,7550000.0,"Владивосток, Берёзовая улица, 7",3.0,54.4,6.0,3.0,1,,1.0,,1961.0,Кирпичный,v-кирпичный,5.0,,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.10392595,131.8951073760442
271,9890000.0,"Владивосток, улица Амурская, 3",2.0,41.1,5.0,4.0,1,,1.0,,1967.0,Панельный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,1,,,,,,,,,,,,,,,,,,,,,43.13180495,131.88874545222853
272,4000000.0,"Владивосток, Иртышская улица, 48",1.0,20.7,6.0,3.0,1,Свободная продажа,,есть,1973.0,Кирпичный,II-66,9.0,1.0,Железобетонный,Ленточный,,177.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.162700099999995,131.9300978509137
273,8300000.0,"Владивосток, Русская улица, 95",2.0,47.4,10.0,10.0,0,,,,2022.0,Монолитный,,25.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.17579885,131.94006015
274,8990000.0,"Владивосток, 3",2.0,72.4,,7.0,0,,1.0,,2021.0,Монолитный,,25.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1049777,131.8791083
275,6500000.0,"Владивосток, улица Гамарника, 23",1.0,32.7,7.0,4.0,1,Свободная продажа,1.0,есть,1975.0,Панельный,П-30,12.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1583564,131.9198608045338
276,3300000.0,"Владивосток, 2",2.0,30.2,,1.0,0,,,,,Деревянный,,1.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.254036049999996,132.00916640629424
277,9100000.0,"Владивосток, Аллилуева улица, 5",3.0,65.9,8.0,7.0,1,,1.0,есть,1982.0,Панельный,П-43,16.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1275481,131.9259586207567
278,5100000.0,"Владивосток, улица Майора Филипова, 11к",,19.2,2.0,10.0,1,,1.0,,2022.0,Монолитный,,24.0,,Железобетонный,,Центральное,351.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1722675,131.9510112
279,9000000.0,"Владивосток, улица Глинки, 27к",2.0,60.5,,3.0,0,,,,2020.0,Монолитный,,20.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.2140692,131.94946215572705
280,6450000.0,"Владивосток, Восточный Луч, улица Полковника Фесюна, 20",1.0,21.3,3.0,14.0,1,,,,2023.0,Кирпичный,,25.0,,Железобетонный,,Центральное,311.0,,,,,0,,2024.0,,,,,,,,,,,,,,,,,,,,
281,5500000.0,"Владивосток, Снеговая улица, 79",,,,,1,,,,1916.0,Кирпичный,,2.0,,Смешанный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,0,,,,,,,,,,,,,,,,,,,,,43.137921399999996,131.9679549310849
282,8000000.0,"Владивосток, улица Громова, 12",2.0,50.0,,7.0,1,Свободная продажа,,есть,1986.0,Панельный,,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,28 м2,,,,Больше пяти,,,1.0,,,,,,,,43.1091174,131.94548108123985
283,10500000.0,"Владивосток, улица Кирова, 68",,,,,0,,,есть,1977.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,,152.0,,,,,0,,,D,,,,,,,,,,,,,,,,,,43.1815604,131.9115343086159
284,6770000.0,"Владивосток, Добровольского улица, 17",2.0,46.8,7.2,3.0,1,Свободная продажа,1.0,,1972.0,Панельный,1-панельный,5.0,,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,63.0,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.0930836,131.97906404052986
285,25000000.0,"Владивосток, Некрасовский переулок, 24",3.0,84.1,9.0,10.0,1,,1.0,есть,2011.0,Блочный,,21.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,1,,,B+,,,,,,,,,,,,,,,,,,43.1183359,131.89633199117074
286,9500000.0,"Владивосток, улица Черняховского, 9",,,,,0,,,,2018.0,Железобетон,,17.0,,Монолитный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1211552,131.9563553
287,11000000.0,"Владивосток, улица Леонова, 54к",2.0,47.0,3.1,6.0,0,,1.0,,,Монолитный,,7.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0862091,131.8549304
288,7000000.0,"Владивосток, улица Вострецова, 15",,30.0,6.5,5.0,1,,1.0,,1964.0,Кирпичный,II-03,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.147927949999996,131.91677860094728
289,5150000.0,"Владивосток, Бородинская улица, 15",1.0,30.7,5.0,4.0,1,,1.0,,1963.0,Панельный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,D,,,,,,,,,,,,,,,,,,43.1653868,131.91956112701487
290,4500000.0,"Владивосток, улица Сафонова, 7",1.0,38.8,10.0,11.0,0,,1.0,,2021.0,Монолитный,,14.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.097522600000005,131.9493676323773
291,5900000.0,"Владивосток, улица Сафонова, 7",,,,,0,,,,2021.0,Монолитный,,14.0,,Железобетонный,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.097522600000005,131.9493676323773
292,29000000.0,"Владивосток, Металлистов улица, 5",3.0,111.9,,17.0,1,Свободная продажа,,,2010.0,Кирпичный,"14/14, индивидуальный",21.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,Центральное,,0,,,,,,,,,,Больше пяти,на улицу,,1.0,,,,,,,,43.11591745,131.91289706248307
293,8790000.0,"Владивосток, проспект Красного Знамени, 99",3.0,62.9,5.0,3.0,1,,1.0,,1971.0,Панельный,П-30,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.1277772,131.91501676205553
294,5000000.0,"Владивосток, улица Успенского, 18",1.0,31.6,6.0,1.0,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.2329241,132.01266342072051
295,12000000.0,"Владивосток, улица Калинина, 115а",2.0,54.5,10.0,4.0,1,,1.0,,2009.0,Железобетон,v-кирпичный,14.0,1.0,Монолитный,,Центральное,,Центральное,Автономная котельная (крышная встроенно-пристроенная),,,1,,,,,,,,,,,,,,,,,,,,,43.092567149999994,131.88529560082083
296,6600000.0,"Владивосток, Архангельская улица, 23к",,19.4,19.4,7.0,1,,,,2024.0,Панельный,,25.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.08453485,131.9541531329735
297,7500000.0,"Владивосток, Артековская улица, 1а",2.0,54.2,8.4,3.0,1,,1.0,есть,2000.0,Панельный,,9.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.211331900000005,132.14534139864878
298,3400000.0,"Владивосток, проспект Красного Знамени, 133",1.0,23.0,8.0,4.0,1,,1.0,есть,1981.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,C,,,,,,,,,,,,,,,,,,43.12320005,131.93459742018814
299,6800000.0,"Владивосток, улица Нейбута, 2ак",2.0,52.6,10.0,13.0,0,,1.0,,2022.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Центральное,264.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1247669,131.9573481
300,8880000.0,"Владивосток, Восточный Луч, улица Полковника Фесюна, 22",2.0,36.2,10.0,18.0,1,,1.0,,2023.0,Монолитный,,25.0,,Железобетонный,,Центральное,311.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
301,10781000.0,"Владивосток, улица Адмирала Горшкова, 24",3.0,85.1,10.0,8.0,1,,1.0,есть,2011.0,Кирпичный,,24.0,1.0,Иное,Иной,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.16516795,131.94830943431475
302,12300000.0,"Владивосток, Брусничная улица, 3",3.0,59.0,10.0,2.0,1,Свободная продажа,1.0,,2020.0,Монолитный,,4.0,,Железобетонный,,Центральное,48.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.2317669,132.0288313
303,8000000.0,"Владивосток, Хабаровская улица, 10а",2.0,42.6,6.0,1.0,1,,1.0,,1968.0,Панельный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,1,,,,,,,,,,,,,,,,,,,,,43.133073249999995,131.89154983799213
304,6100000.0,"Владивосток, Магнитогорская улица, 22",1.0,33.0,8.0,8.0,1,,1.0,есть,1975.0,Кирпичный,36 индекс,9.0,1.0,Железобетонный,Ленточный,,,,,,,1,,,C,,,,,,,,,,,,,,,,,,43.1762261,131.91177839962188
305,5400000.0,"Владивосток, улица Сафонова, 7",2.0,44.4,8.0,9.0,0,,1.0,,2021.0,Монолитный,,14.0,,Железобетонный,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.097522600000005,131.9493676323773
306,9300000.0,"Владивосток, улица Кирова, 68",4.0,65.9,6.0,4.0,1,,1.0,есть,1977.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,,152.0,,,,,1,,,D,,,,,,,,,,,,,,,,,,43.1815604,131.9115343086159
307,7700000.0,"Владивосток, Адмиралтейский, улица Анны Щетининой, 14",1.0,33.0,5.0,15.0,1,Свободная продажа,1.0,,2023.0,Монолитно-кирпичный,,25.0,1.0,Железобетонный,,Центральное,308.0,,,,,0,есть,,,,,,,,,,,,,,,,есть,,,,,
308,15000000.0,"Владивосток, Главная улица, 62Б",2.0,61.9,20.0,2.0,1,,1.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.25197295,132.02524522510828
309,5500000.0,"Владивосток, проспект 100",1.0,28.2,6.0,9.0,0,Свободная продажа,1.0,,2023.0,Монолитный,,26.0,,Железобетонный,,,450.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1552073,131.911553
310,15000000.0,"Владивосток, улица Калинина, 11а",2.0,70.5,18.0,22.0,1,,1.0,,2020.0,Монолитный,,25.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.102468,131.9273322461416
311,10500000.0,"Владивосток, улица Глинки, 30",3.0,72.0,10.0,7.0,1,,1.0,есть,2012.0,Кирпичный,v-кирпичный,14.0,1.0,Железобетонный,Ленточный,,254.0,,,,,0,,,D,,,,,,,,,,,,,,,,,,43.2150671,131.94874704619235
312,7630000.0,"Владивосток, улица Александровича, 48",3.0,63.0,8.0,2.0,0,,1.0,,1985.0,Панельный,,5.0,,Железобетонный,,Центральное,,,,,,1,,,,1.0,,,,,есть,,,,,,,,,,1.0,,43.264202749999995,132.0426170383112
313,12500000.0,"Владивосток, Абрекская улица, 4",4.0,84.1,8.0,1.0,1,Свободная продажа,,,1962.0,Кирпичный,,5.0,,Железобетонный,Ленточный,,,Центральное,Центральное,Центральное,,1,,,,,,64 м2,,,,Больше пяти,,Вытяжная,,,,,,,,,43.1129496,131.9192335
314,8200000.0,"Владивосток, улица Калинина, 257",3.0,62.2,7.0,9.0,1,,1.0,есть,1978.0,Панельный,1-панельный,9.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,C,,,,,,,,,,,,,,,,,,43.0959058,131.89783594423653
315,10400000.0,"Владивосток, проспект Красного Знамени, 137",4.0,79.8,13.0,10.0,1,,1.0,есть,1982.0,Кирпичный,,10.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.124512949999996,131.93338090007418
316,11800000.0,"Владивосток, Лесной Квартал—2",3.0,71.0,,6.0,1,,,,2023.0,Панельный,,10.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,нет,нет,,,,,,,,,,,,43.17780795,131.93051035148676
317,6000000.0,"Владивосток, Окатовая улица, 11а",1.0,30.1,7.5,5.0,1,,1.0,есть,1979.0,Кирпичный,v-кирпичный,12.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0964448,131.92043288888385
318,11500000.0,"Владивосток, улица Ульяновская, 8",3.0,59.9,4.0,2.0,1,,1.0,есть,2003.0,Кирпичный,v-кирпичный,14.0,1.0,Железобетонный,Бетонные столбы,,,,,,,0,,,A,,,,,,,,,,,,,,,,,,43.15872105,131.926282140286
319,8500000.0,"Владивосток, улица Гульбиновича, 29к",2.0,51.5,8.0,3.0,1,,1.0,есть,1989.0,Панельный,1-панельный,9.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,C,,,,,,,,,,,,,,,,,,43.0960123,131.9052085
320,10691000.0,"Владивосток, Русская улица, 76",3.0,71.8,9.1,2.0,1,Свободная продажа,,,1974.0,Кирпичный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,D,,,"49,1 м2",,,,От трех до пяти,,,,,,,,,,,43.168849050000006,131.92736705
321,10950000.0,"Владивосток, Южно-Уральская улица, 5",3.0,73.0,8.5,3.0,1,Альтернатива,,есть,1977.0,Кирпичный,II-66,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,48 м2,,,,Больше пяти,,,,,,,,,,,43.15342665,131.91530090458753
322,6200000.0,"Владивосток, Русская улица, 67",1.0,41.3,9.1,3.0,1,,1.0,есть,1987.0,Кирпичный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,D,,,,,,,,,,,,,,,,,,43.17010435,131.9318341124218
323,14300000.0,"Владивосток, улица Авраменко, 2а",2.0,54.6,,5.0,1,Свободная продажа,,есть,2015.0,Монолитный,01-пз индивидуальный проект,21.0,1.0,Железобетонный,Сплошной,Закрытая с приготовлением горячей воды на ЦТП,,,,,,0,,,,,,38 м2,,,,Меньше трех,,,1.0,,,,,,,,43.103454,131.8633353358304
324,8900000.0,"Владивосток, Аллилуева улица, 5",3.0,65.5,10.0,7.0,1,,1.0,есть,1982.0,Панельный,П-43,16.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1275481,131.9259586207567
325,9200000.0,"Владивосток, Русская улица, 55а",3.0,65.6,7.5,7.0,0,,1.0,есть,1992.0,Панельный,,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.1692661,131.9301474
326,7700000.0,"Владивосток, Иртышская улица, 30",3.0,63.2,10.0,1.0,1,,1.0,,1938.0,Панельный,,2.0,,Деревянный,Сплошной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,1,,,,,,,,,,,,,,,,,,,,,43.16250665,131.9262018004867
327,10150000.0,"Владивосток, улица Суханова, 6г",2.0,41.6,,1.0,0,,1.0,,1972.0,Кирпичный,,9.0,,Железобетонный,,Центральное,,,,,,0,,,,1.0,,,,,,,,,,,,,,,,,43.1170397,131.89102868854215
328,6000000.0,"Владивосток, Находкинская улица, 9дк",2.0,48.2,8.0,3.0,0,,1.0,,,Блочный,,4.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
329,11700000.0,"Владивосток, Ласточкино Гнездо, Кипарисовая улица, 2",2.0,48.3,9.0,3.0,1,,1.0,есть,1994.0,Панельный,П-3,10.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
330,8300000.0,"Владивосток, улица Невельского, 4",2.0,51.0,8.5,1.0,1,Свободная продажа,1.0,,1990.0,Кирпичный,v-кирпичный,12.0,1.0,Железобетонный,,,,,,,,1,,,,5.0,2.0,,,,,,,,,,,,,,,500.0,43.11208365,131.94063197515726
331,6000000.0,"Владивосток, 2",,,,,0,,,,1964.0,Кирпичный,1-528,5.0,,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,1,,,E,,,,,,,,,,,,,,,,,,43.254036049999996,132.00916640629424
332,5650000.0,"Приморскийкрай, Владивосток, проспект 100",1.0,31.3,7.3,5.0,1,,1.0,,1965.0,Панельный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,D,,,,,,,,,,,,,,,,,,,
333,8500000.0,"Приморскийкрай, Владивосток, улица Калинина, 279",4.0,61.7,9.0,1.0,1,Свободная продажа,,,1969.0,Кирпичный,v-кирпичный,5.0,,Железобетонный,Сборный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,,
334,6900000.0,"Владивосток, Саратовская улица, 10",2.0,40.5,4.0,1.0,1,,1.0,есть,1978.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,есть,,,,,,,,,,,,43.0930599,131.86549968972236
335,25000000.0,"Владивосток, улица Прапорщика Комарова, 45",3.0,101.9,15.7,9.0,1,,1.0,есть,2012.0,Монолитный,,14.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.1212679,131.893196955779
336,38500000.0,"Владивосток, улица Басаргина, 20а",3.0,129.9,20.0,4.0,1,,1.0,,2012.0,Монолитный,1-панельный,5.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.0755638,131.9570366917726
337,6000000.0,"Владивосток, Русская улица, 78а",1.0,30.6,8.0,4.0,1,,1.0,,1963.0,Панельный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,D,,,,,,,,,,,,,,,,,,43.16830495,131.92819022704512
338,17900000.0,"Владивосток, улица Поленова, 9д",3.0,84.6,30.0,3.0,1,,1.0,,,Кирпичный,,3.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.209841499999996,131.96033831830317
339,4950000.0,"Владивосток, Народный проспект, 27а",,,,,0,,,,,Кирпичный,,9.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1274338,131.91659533252104
340,7050000.0,"Владивосток, улица Леонова, 70",1.0,25.2,4.0,24.0,1,Свободная продажа,1.0,,2019.0,Монолитный,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.08745,131.856284
341,13200000.0,"Владивосток, Брянская улица, 18",2.0,53.8,8.0,2.0,0,,,,2020.0,Монолитный,,25.0,1.0,Железобетонный,,Центральное,266.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.0985309,131.8985805
342,8000000.0,"Владивосток, Ласточкино Гнездо, Кипарисовая улица, 2а",2.0,46.7,5.0,9.0,1,,,,2018.0,Кирпичный,,15.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
343,9000000.0,"Владивосток, проспект Красного Знамени, 139",,,,,0,,,,2022.0,Монолитный,,25.0,,Железобетонный,,Поквартирный котел,120.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.125868249999996,131.93411762227737
344,6990000.0,"Владивосток, улица Адмирала Юмашева, 32",2.0,44.2,5.0,2.0,1,Свободная продажа,,,1962.0,Кирпичный,,5.0,,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,88.0,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.12545935,131.95273558403693
345,14000000.0,"Владивосток, проспект Красного Знамени, 44",,,,,1,,,есть,1985.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Свайный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1280932,131.90037530743587
346,6500000.0,"Владивосток, Зелёный Бульвар, улица Зелёный Бульвар, 23",1.0,24.6,2.0,6.0,1,,1.0,,2021.0,Кирпичный,,27.0,,Железобетонный,,Центральное,322.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.11831995,131.97053359933017
347,4300000.0,"Владивосток, Стрелковая улица, 18к",,24.7,2.0,21.0,0,,1.0,,2023.0,Монолитный,,24.0,,Железобетонный,,,436.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1082278,131.9524003
348,10200000.0,"Владивосток, Днепровская улица, 26",3.0,73.0,8.0,4.0,1,,1.0,есть,1980.0,Панельный,1-515-5,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.14579415,131.91324103849894
349,29850000.0,"Владивосток, Океанский проспект, 135",3.0,120.0,18.0,6.0,1,Свободная продажа,,есть,2008.0,Кирпичный,v-кирпичный,17.0,1.0,Железобетонный,Иной,,,,,,,1,,,B,,,101 м2,,,,Больше пяти,,,,,,,,,,,43.1335414,131.90410399239602
350,10500000.0,"Владивосток, Пушкинская улица, 18",,,,,1,,,,1958.0,Кирпичный,,3.0,,Смешанный,Бетонные столбы,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,0,,,,,,,,,,,,,,,,,,,,,43.116113850000005,131.9032703
351,8300000.0,"Владивосток, Русская улица, 91",2.0,55.0,13.0,16.0,0,,1.0,,2021.0,Монолитно-кирпичный,,16.0,,Железобетонный,,Центральное,159.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1742117,131.93708025
352,3600000.0,"Владивосток, Тунгусская улица, 24",,,,,1,,,,1950.0,Кирпичный,,3.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.115635100000006,131.92524443518056
353,37000000.0,"Владивосток, улица Станюковича, 48",3.0,197.7,,7.0,0,,1.0,,2002.0,Кирпичный,II-01,7.0,,Железобетонный,Бетонные столбы,Закрытая с приготовлением горячей воды на ИТП,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.1063212,131.87140415857408
354,12000000.0,"Владивосток, Кипарисовая улица, 18",3.0,74.3,,5.0,1,Альтернатива,1.0,есть,1977.0,Панельный,125 (111-125),9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.09196985,131.9191171008497
355,4250000.0,"Владивосток, Луговая улица, 68",,,,,0,,,есть,1981.0,Панельный,П-55,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.13282355,131.94753630881388
356,7500000.0,"Владивосток, Опорная улица, 18ак",2.0,52.6,10.0,1.0,0,,,,2024.0,Кирпичный,,4.0,,Железобетонный,,Центральное,52.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.2567353,132.0236065
357,6500000.0,"Владивосток, проспект 100",,,,,0,,,,2019.0,Монолитный,,25.0,,Железобетонный,,Центральное,,,,,,1,,,,1.0,,,,,,,,,,,,,,,,,43.1552073,131.911553
358,3500000.0,"Владивосток, улица Адмирала Угрюмова, 5",,,,,0,,,,1978.0,Кирпичный,v-кирпичный,5.0,,Железобетонный,Сборный,,,Центральное,Центральное,Центральное,,0,,,,,,,,,,,,,,,,,,,,,43.2081305,132.0931769115094
359,9950000.0,"Владивосток, улица Адмирала Горшкова, 8",2.0,54.8,6.0,6.0,0,,1.0,,,Кирпично-монолитный,,24.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1627073,131.9488599253081
360,10300000.0,"Приморскийкрай, Владивосток, улица Суханова, 5",3.0,53.2,,3.0,1,Свободная продажа,,,1912.0,Кирпичный,,5.0,,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,Центральное,1,,,,,,,,,,Больше пяти,,,2.0,нет,,,,,,,,
361,9500000.0,"Владивосток, улица Леонова, 70",2.0,37.2,15.0,22.0,1,,,,2019.0,Монолитный,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.08745,131.856284
362,7850000.0,"Владивосток, Восточный Луч, улица Полковника Фесюна, 18",2.0,42.0,8.0,6.0,1,Свободная продажа,,,2023.0,Монолитный,,25.0,,Железобетонный,,,311.0,,,,,0,,2024.0,,,,,,,,,,,,,,,,,,,,
363,13850000.0,"Владивосток, улица Ладыгина, 11",4.0,87.3,,4.0,1,Свободная продажа,1.0,есть,1991.0,Панельный,,10.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,1.0,,,,,,,,,,,,,,,,43.1214301,131.9552268715009
