,price,adress,Комнат,Площадь,Кухня,Этаж,Ремонт,Тип сделки,Количество балконов,Мусоропровод,Год постройки,Материал стен,Серия дома,Количество этажей,Лифт,Тип перекрытий,Тип фундамента,Горячее водоснабжение,Количество квартир,Холодное водоснабжение,Теплоснабжение,Энергоснабжение,Водоотведение,Балкон,Детская площадка,Год ввода в эксплуатацию,Класс энергоэффективности,Количество подъездов,Количество лифтов,Жилая,Высота потолков,Грузовой лифт,Газ,Лет в собственности,Вид из окон,Вентиляция,Количество собственников,Несовершеннолетние собственники,Прописанные несовершеннолетние,Перепланировка,Спортивная площадка,Санузел,Наименьшее количество этажей,Площадь парковки,latitude,longitude
96,6300000.0,"Владивосток, Сахалинская улица, 15",1.0,34.8,5.0,4.0,1,Свободная продажа,1.0,есть,1984.0,Панельный,П-111,9.0,1.0,Железобетонный,Ленточный,,,,,,,1,,,E,,,,,,,,,,,,,,,,,,43.0950732,131.9668975142644
97,7300000.0,"Владивосток, улица Никифорова, 2",2.0,51.3,8.0,5.0,1,,1.0,есть,1993.0,Панельный,111-83,10.0,1.0,Железобетонный,Ленточный,,160.0,,,,,0,,,D,,,,,,,,,,,,,,,,,,43.09182885,131.95519528773343
98,6000000.0,"Владивосток, улица Кирова, 12",,,,,1,,,,1966.0,Панельный,1-464,5.0,,Железобетонный,Сборный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.17026105,131.9123061649471
99,13400000.0,"Владивосток, улица Надибаидзе, 17",3.0,66.7,9.0,6.0,0,Свободная продажа,1.0,есть,1995.0,Панельный,ПП-83,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,1,,,,,,49 м2,,,,,на улицу,,,,,,,,,,43.09752485,131.89319050384688
100,4300000.0,"Владивосток, улица Полетаева, 6д",2.0,46.2,5.0,2.0,1,Свободная продажа,,,2021.0,Монолитный,,21.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.212547,131.9506609
101,5950000.0,"Владивосток, Кипарисовая улица, 22",2.0,42.7,15.0,5.0,1,Свободная продажа,,,1970.0,Кирпичный,II-34,5.0,,Железобетонный,Ленточный,,,Центральное,Центральное,Центральное,,0,,,,,,,,,,,,,,,,,,,,,43.091308,131.91727007440227
102,10166000.0,"Владивосток, Главная улица, 35г",3.0,88.4,,3.0,1,Свободная продажа,,,2023.0,Монолитный,,4.0,,Железобетонный,,Центральное,43.0,,,,,0,,,,,,"81,8 м2","2,8",,,,,,,нет,нет,нет,,,,,43.250939349999996,132.0257714252688
103,13400000.0,"Владивосток, улица Грибоедова, 46а",3.0,88.8,15.0,18.0,0,,1.0,,2022.0,Монолитный,,22.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1198395,131.9112378
104,8900000.0,"Владивосток, улица Адмирала Смирнова, 14",3.0,53.9,15.0,1.0,1,,1.0,есть,2013.0,Панельный,,10.0,1.0,Железобетонный,,Центральное,,,,,,1,есть,,,,,,,,,,,,,,,,есть,,,,43.1628757,131.9638879556618
105,9500000.0,"Владивосток, улица Нейбута, 4Б",1.0,43.0,6.0,23.0,1,Свободная продажа,1.0,,2021.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Центральное,260.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1033152,131.96266658816523
106,6800000.0,"Владивосток, Восточный Луч, улица Полковника Фесюна, 20",1.0,28.0,5.0,10.0,1,Свободная продажа,1.0,,2023.0,Кирпичный,,25.0,,Железобетонный,,Центральное,311.0,,,,,1,,2024.0,,,,,,,,,,,,,,,,,,,,
107,5600000.0,"Владивосток, Русская улица, 73",1.0,33.9,,7.0,1,,,есть,1981.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,D,,1.0,,,,,,,,,,,,,,,,43.1680241,131.94020843033394
108,7400000.0,"Владивосток, Окатовая улица, 8",3.0,61.1,6.0,4.0,0,Свободная продажа,1.0,,1975.0,Панельный,П-30,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.098686400000005,131.91850045573904
109,61000000.0,"Владивосток, улица Толстого, 40а",4.0,260.0,25.0,16.0,1,Свободная продажа,,,2018.0,Монолитный,,16.0,,Железобетонный,,Центральное,,,,,,0,,,,,,120 м2,4,,,Больше пяти,,,,,,,,,,,43.1225492,131.9134523521364
110,6650000.0,"Владивосток, Зелёный Бульвар, улица Зелёный Бульвар, 23",1.0,41.1,17.0,21.0,0,,1.0,,2021.0,Кирпичный,,27.0,,Железобетонный,,Центральное,322.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.11831995,131.97053359933017
111,5800000.0,"Владивосток, Космонавтов улица, 3",2.0,44.2,10.0,4.0,1,,1.0,,1970.0,Панельный,1-515-5,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,E,,,,,,,,,,,,,,,,,,43.08917075,131.9677004518798
112,6500000.0,"Владивосток, Брусничная улица, 7",1.0,28.5,5.0,1.0,0,,1.0,,2023.0,Монолитно-кирпичный,,4.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.230552349999996,132.02866555
113,5700000.0,"Владивосток, Русская улица, 73",2.0,34.5,11.5,6.0,1,Свободная продажа,,есть,1981.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Ленточный,,,,,,,1,,,D,,,23 м2,,,,Меньше трех,,,,,,,,,,,43.17032135,131.94208531306577
114,6550000.0,"Владивосток, улица Кирова, 54",2.0,43.6,6.0,2.0,0,Свободная продажа,1.0,,1974.0,Панельный,2.многоквартирный,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,D,,,30 м2,,,,,,,,,,,,,,,43.1776722,131.91110877786386
115,20900000.0,"Владивосток, Океанский проспект, 123Б",,,,,1,,,,1999.0,Кирпичный,,15.0,,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,Центральное,0,,,,,,,,,,,,,,,,,,,,,43.1333528,131.9024106
116,12650000.0,"Владивосток, Светланская улица, 22",2.0,41.5,5.0,16.0,1,Свободная продажа,1.0,,1988.0,Панельный,,5.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1155473,131.8831944055829
117,15000000.0,"Владивосток, улица Ильичёва, 11",3.0,56.0,5.0,9.0,1,Свободная продажа,1.0,есть,1967.0,Кирпичный,II-29,9.0,1.0,Железобетонный,Сборный,,54.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1470437,131.90883739999998
118,8400000.0,"Владивосток, Зелёный Бульвар, улица Зелёный Бульвар, 25",1.0,37.6,9.0,5.0,1,,1.0,,2021.0,Монолитный,,25.0,,Железобетонный,,Центральное,311.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.11782115,131.97027802496342
119,12500000.0,"Владивосток, проспект Красного Знамени, 98",,,,,1,,,есть,1978.0,Панельный,,9.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.1244818,131.91887817043326
120,10166000.0,"Владивосток, Главная улица, 35г",2.0,88.4,,1.0,1,Свободная продажа,,,2023.0,Монолитный,,4.0,,Железобетонный,,Центральное,43.0,,,,,1,,,,,,"85,4 м2","2,8",,,,,,,нет,нет,нет,,,,,43.250939349999996,132.0257714252688
121,5000000.0,"Владивосток, Монтажная улица, 5",1.0,31.3,8.0,1.0,1,,,,1960.0,Кирпичный,v-кирпичный,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,40.0,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.0955692,131.95934905006504
122,4200000.0,"Владивосток, улица Нейбута, 141",1.0,18.8,10.0,17.0,0,,1.0,,2018.0,Панельный,121,9.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.11842005,131.96797264705754
123,23200000.0,"Владивосток, Инженерный переулок, 14а",3.0,128.0,30.0,5.0,1,,1.0,,2008.0,Монолитный,,8.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.11451355,131.8783384398115
124,13000000.0,"Владивосток, улица Крыгина, 86в",3.0,76.3,,7.0,1,Свободная продажа,1.0,есть,2010.0,Монолитный,,15.0,,Железобетонный,Иной,Центральное,215.0,,,,,0,,,B+,,,,,,,,,,,,,,,,,,43.085612049999995,131.85362410081632
125,4900000.0,"Владивосток, Зелёный Бульвар, улица Зелёный Бульвар, 21",1.0,24.1,3.0,16.0,0,,1.0,,2020.0,Монолитный,,26.0,,Железобетонный,,Центральное,311.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.118826549999994,131.97073175000003
126,7700000.0,"Владивосток, улица Черняховского, 19",2.0,50.0,8.0,9.0,0,Свободная продажа,1.0,есть,1992.0,Панельный,,10.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,1.0,32 м2,,,,,,,,,,,,,,,43.11837055,131.95895073395553
127,3100000.0,"Владивосток, Сельская улица, 6",,16.8,2.0,5.0,1,,,есть,1984.0,Панельный,ПП-83,9.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.13249664999999,131.9397511092788
128,7500000.0,"Владивосток, улица Калинина, 115а",1.0,32.1,9.0,13.0,1,Свободная продажа,1.0,,2009.0,Железобетон,v-кирпичный,14.0,1.0,Монолитный,,Центральное,,Центральное,Автономная котельная (крышная встроенно-пристроенная),,,0,,,,,,,,,,,,,,,,,,,,,43.092567149999994,131.88529560082083
129,7900000.0,"Владивосток, проспект 100",2.0,50.6,9.0,2.0,1,,1.0,,2001.0,Панельный,111-83,10.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.1552073,131.911553
130,6800000.0,"Владивосток, Снеговая улица, 9",1.0,37.7,6.0,9.0,0,,1.0,,,Монолитный,,23.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.13563165,131.94452195152763
131,7600000.0,"Владивосток, Русская улица, 95",,25.1,5.0,22.0,1,Свободная продажа,,,2022.0,Монолитный,,25.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.17579885,131.94006015
132,15000000.0,"Владивосток, проспект Красного Знамени, 117д",,,,,1,,,,2012.0,Монолитный,,24.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,193.0,Центральное,,Центральное,,0,,,,,,,,,,,,,,,,,,,,,43.1258849,131.9200838
133,5350000.0,"Владивосток, Хабаровская улица, 31а",1.0,24.0,4.0,3.0,1,Свободная продажа,,есть,1968.0,Кирпичный,1-панельный,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.13460995,131.89961704981607
134,6100000.0,"Владивосток, Стрелковая улица, 18к",,24.3,4.0,5.0,1,,,,2023.0,Монолитный,,24.0,,Железобетонный,,,436.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1135561,131.9570591
135,4200000.0,"Владивосток, улица Адмирала Угрюмова, 5",1.0,30.2,2.0,2.0,1,,,,1978.0,Кирпичный,v-кирпичный,5.0,,Железобетонный,Сборный,,,Центральное,Центральное,Центральное,,0,,,,,,,,,,,,,,,,,,,,,43.2081305,132.0931769115094
137,3100000.0,"Владивосток, Сельская улица, 12",1.0,16.2,3.0,3.0,0,,,есть,1982.0,Панельный,ПП-83,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1326623,131.93821771476945
138,10500000.0,"Владивосток, улица Кирова, 21",3.0,56.1,8.0,2.0,1,,1.0,есть,1989.0,Панельный,2.многоквартирный,12.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,D,,2.0,,,,,,,,,,,,,,,,43.17241665,131.90971443718502
139,9550000.0,"Владивосток, улица Авраменко, 17",2.0,45.3,,2.0,0,Свободная продажа,,,1977.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,1.0,,,нет,нет,,,,,,,,,,,,43.10134495,131.8633148591122
140,3250000.0,"Владивосток, улица Надибаидзе, 28",,,,,0,,,есть,1978.0,Панельный,"121, панельный жилой дом",9.0,1.0,Железобетонный,Ленточный,,,,,,,1,,,C,,,,,,,,,,,,,,,,,,43.09823845,131.89629816459487
141,41000000.0,"Владивосток, Аксаковская улица, 1",4.0,127.0,,12.0,1,Свободная продажа,1.0,есть,2009.0,Монолитный,,18.0,1.0,Смешанный,Свайный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.119369,131.8953983
142,6400000.0,"Владивосток, Интернациональная улица, 60",2.0,31.5,10.0,2.0,1,,,,1962.0,Кирпичный,v-кирпичный,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,124.0,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.10108095,131.91402992029242
143,16500000.0,"Владивосток, Русская улица, 97",4.0,191.9,13.5,1.0,1,,1.0,,1984.0,Кирпичный,,3.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,231.0,Центральное,,,,0,,,D,,,,,,,,,,,,,,,,,,43.17650085,131.93970712227272
144,6500000.0,"Владивосток, Артековская улица, 3",2.0,46.4,5.0,4.0,1,,1.0,есть,1974.0,Панельный,,9.0,,Железобетонный,,Центральное,,,,,,1,,1977.0,,,,,,,,,,,,,,,,,,,43.2101671,132.146555
145,10400000.0,"Владивосток, Шилкинская улица, 11а",2.0,53.3,9.0,9.0,1,,1.0,,2005.0,Панельный,,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.12097645,131.92469734810308
146,9600000.0,"Владивосток, улица Невельского, 1",3.0,65.3,6.0,8.0,1,,1.0,есть,1985.0,Панельный,,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.1129672,131.9429308
147,6400000.0,"Владивосток, улица Кирова, 18",2.0,42.3,5.0,4.0,1,,1.0,,1967.0,Панельный,2.многоквартирный,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,D,,,,,,,,,,,,,,,,,,43.171755000000005,131.91125658139043
148,6600000.0,"Владивосток, улица Героев Варяга, 8",1.0,37.2,8.0,8.0,1,,,есть,1987.0,Панельный,П-55,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.16340675,131.93154123765134
149,8500000.0,"Владивосток, улица Адмирала Горшкова, 53",2.0,47.7,6.0,14.0,1,,1.0,,2020.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.16802675,131.9536121
150,11300000.0,"Владивосток, улица Адмирала Горшкова, 40",2.0,53.1,10.0,1.0,1,Свободная продажа,1.0,есть,2011.0,Кирпичный,,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,220.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.166237699999996,131.9566525294286
151,20300000.0,"Владивосток, Океанский проспект, 101а",,,,,1,,,есть,2005.0,Смешанные,,15.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,118.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1329437,131.8960137
152,11000000.0,"Владивосток, улица Анны Щетининой, 3",2.0,57.2,14.7,8.0,1,,1.0,есть,2011.0,Монолитный,v-кирпичный,15.0,1.0,Железобетонный,,Центральное,,,,,,1,,,,,2.0,,,,,,,,,,,,,,,,43.159632,131.949777
153,3700000.0,"Владивосток, Русская улица, 67",1.0,23.6,5.0,9.0,0,,1.0,есть,1976.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Ленточный,,,,,,,1,,,D,,2.0,,,,,,,,,,,,,,,,43.17010435,131.9318341124218
154,9720000.0,"Владивосток, Владикавказская улица, 5",2.0,54.0,9.0,5.0,1,,1.0,,2008.0,Монолитный,,17.0,1.0,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.11094295,131.94338803756477
155,5550000.0,"Владивосток, Гражданская улица, 18",1.0,33.2,10.0,2.0,1,Свободная продажа,,,2018.0,Железобетон,,6.0,,Монолитный,,Поквартирный котел,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.2501791,132.01360600660942
156,6900000.0,"Владивосток, улица Ладыгина, 11",3.0,67.6,10.0,9.0,1,,1.0,есть,1991.0,Панельный,,10.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,1.0,,,,,,,,,,,,,,,,43.1214301,131.9552268715009
157,6750000.0,"Владивосток, Баляева улица, 49",,30.4,10.0,18.0,0,Свободная продажа,1.0,,2023.0,Монолитный,,20.0,,Железобетонный,,,340.0,,,,,1,,2024.0,,,,,,,,,,,,,,,,,,,43.13062735,131.94362671962108
158,6680000.0,"Владивосток, Саратовская улица, 10",1.0,32.7,4.0,6.0,1,,1.0,есть,1978.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,есть,,,,,,,,,,,,43.0930599,131.86549968972236
159,11650000.0,"Владивосток, улица Басаргина, 6Бк",2.0,54.9,8.0,6.0,1,,1.0,,2021.0,Кирпичный,,24.0,,Железобетонный,,Центральное,240.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0751226,131.9620425
160,12500000.0,"Владивосток, Русская улица, 91",2.0,55.0,11.9,6.0,1,,1.0,,2021.0,Монолитно-кирпичный,,16.0,,Железобетонный,,Центральное,159.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1742117,131.93708025
161,7200000.0,"Владивосток, улица Шепеткова, 40",,,,,1,,,есть,1980.0,Кирпичный,v-кирпичный,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.11602455,131.94085410254743
162,6600000.0,"Владивосток, улица Надибаидзе, 17",1.0,35.8,9.0,6.0,1,Свободная продажа,,есть,1995.0,Панельный,ПП-83,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.09752485,131.89319050384688
163,7200000.0,"Владивосток, Светланская улица, 39",,,,,1,,,,1918.0,Кирпичный,,2.0,,Деревянный,,Поквартирный котел,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1154534,131.8896585
164,4150000.0,"Владивосток, Нижнепортовая улица, 6г",,27.1,6.0,7.0,1,,1.0,,2006.0,Монолитный,,7.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0992007,131.8644681
165,7100000.0,"Владивосток, улица Сафонова, 24",2.0,44.3,5.0,8.0,1,,1.0,есть,1977.0,Панельный,111-83,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.0936754,131.9514551658026
166,5400000.0,"Владивосток, улица Овчинникова, 8",1.0,31.8,5.0,1.0,1,,,,1960.0,Кирпичный,1-511,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,76.0,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.1506663,131.905046
167,7600000.0,"Владивосток, Бородинская улица, 37",3.0,56.4,6.0,2.0,1,Свободная продажа,,,1963.0,Панельный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,D,,,"38,8 м2",,,,Больше пяти,,,,,,,,,,,43.167189300000004,131.9294070166692
168,24500000.0,"Владивосток, Некрасовская улица, 53Б",3.0,90.0,10.0,11.0,1,,1.0,есть,2004.0,Кирпичный,,14.0,1.0,Железобетонный,Бетонные столбы,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,1,,,,,2.0,,,,,,,,,,,,,,,,43.1287911,131.9091756390107
169,7950000.0,"Владивосток, улица Шошина, 13",,,,,1,,,есть,1980.0,Панельный,а жилой дом,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.152869,131.92333622903288
170,4200000.0,"Владивосток, Чапаева, 16",1.0,23.3,3.0,1.0,1,Свободная продажа,,есть,1976.0,Панельный,"121, панельный жилой дом",9.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,D,,,,,,,,,,,,,,,,,,43.18268175,131.91674462939145
171,8200000.0,"Владивосток, улица Ильичёва, 26",3.0,50.3,,5.0,1,,1.0,есть,1968.0,Кирпичный,II-34,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.1525269,131.9123497805108
172,8000000.0,"Владивосток, Ласточкино Гнездо, Кипарисовая улица, 2",2.0,55.3,11.0,2.0,1,,1.0,есть,1994.0,Панельный,П-3,10.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
173,8000000.0,"Владивосток, Сочинская улица, 3",2.0,50.6,7.0,1.0,1,,1.0,,2016.0,Монолитный,,19.0,1.0,Железобетонный,Иной,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.0833384,131.9557329380227
174,5700000.0,"Владивосток, Стрелковая улица, 18к",,25.4,8.0,6.0,1,Свободная продажа,,,2023.0,Монолитный,,24.0,,Железобетонный,,,436.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1135561,131.9570591
175,10000000.0,"Владивосток, 2",,,,,1,,,,2021.0,Монолитный,,4.0,,Железобетонный,,Центральное,72.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.254036049999996,132.00916640629424
176,20300000.0,"Владивосток, Инженерный переулок, 14а",2.0,115.0,,2.0,1,,1.0,,2008.0,Монолитный,,8.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.11451355,131.8783384398115
177,12300000.0,"Владивосток, улица Адмирала Горшкова, 52к",3.0,60.5,,4.0,0,Свободная продажа,,,2023.0,Монолитный,,25.0,,Железобетонный,,,220.0,,,,,0,,,,,,,,нет,нет,,,,,,,,,,,,43.167814449999995,131.96586772546414
178,8000000.0,"Владивосток, Партизанский проспект, 9",3.0,47.4,5.0,4.0,1,,1.0,,1967.0,Панельный,,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,1,,,,,,,,,,,,,,,,,,,,,43.125792000000004,131.89514949836342
179,5490000.0,"Владивосток, улица Сафонова, 26",1.0,34.9,,8.0,1,Свободная продажа,1.0,есть,1977.0,Панельный,,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,1.0,,,,,,,,,,,,,,,,43.092877099999995,131.9514917618974
180,5900000.0,"Владивосток, улица Нейбута, 2ак",1.0,40.0,,4.0,1,Свободная продажа,,,2022.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Центральное,264.0,,,,,1,,,,,,40 м2,"2,7",,,Меньше трех,,,2.0,,,,,,,,43.1039737,131.9605243
181,12800000.0,"Владивосток, улица Леонова, 70",3.0,58.6,9.0,23.0,1,Свободная продажа,,,2019.0,Монолитный,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.08745,131.856284
